"ccode1","ccode2","eligible","origin","label","probability"
"93","305",TRUE,0,0,0
"94","305",TRUE,0,0,0.002
"95","305",TRUE,0,0,0
"100","305",TRUE,0,0,0
"101","305",TRUE,0,0,0
"115","305",TRUE,0,0,0
"130","305",TRUE,0,0,0
"135","305",TRUE,0,0,0
"140","305",TRUE,0,0,0
"145","305",TRUE,0,0,0
"150","305",TRUE,0,0,0
"155","305",TRUE,0,0,0
"160","305",TRUE,0,0,0
"165","305",TRUE,0,0,0
"200","305",TRUE,0,0,0.074
"205","305",TRUE,0,0,0.003
"210","305",TRUE,0,0,0.003
"211","305",TRUE,0,0,0.017
"212","305",TRUE,0,0,0.003
"220","305",TRUE,0,0,0.05
"225","305",TRUE,0,0,0.005
"230","305",TRUE,0,0,0.004
"235","305",TRUE,0,0,0.006
"255","305",TRUE,0,0,0.187
"260","305",FALSE,NA,NA,0
"290","305",TRUE,0,0,0.083
"2","310",TRUE,0,0,0.002
"20","310",TRUE,0,0,0
"31","310",TRUE,0,0,0
"41","310",TRUE,0,0,0
"42","310",TRUE,0,0,0
"51","310",TRUE,0,0,0
"52","310",TRUE,0,0,0
"53","310",TRUE,0,0,0
"70","310",TRUE,0,0,0.001
"80","310",TRUE,0,0,0
